prem	hyp	label	annotated_label	lexical_linguistic	syntactic_linguistic	factivity_linguistic	negation_logic	boolean_logic	quantifier_logic	conditional_logic	comparative_logic	relational_reasoning	spatial_reasoning	temporal_reasoning	causal_reasoning	coreference_reasoning	world_knowledge	taxonomic_knowledge	general_q2	subject_q2	object_q2	pairID	genre
I hope that our common interests will lead us to a consensus - one that will provide the country with significant benefits.	it is not hoped that the common interests will lead us to a consensus.	contradiction	contradiction	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	-	-	-	113060c	government
The connotation of gifted artistic performance, however, might stem from the gypsy culture in Andalusia whose dialect, cal?? , has words like duquende (possibly from the Russian dook ) meaning `spirit or ghost,' and duquendio , meaning `maestro.	The word duquende translates to spirit, or ghost.	entailment	entailment	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	52789e	verbatim
You'll even be able to consult a traditional herbalist to cure your ailments.	Traditional herbalists are available for you to consult with.	entailment	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	54782e	travel
In addition, we supported the creation of a 250-page Poverty Law Manual that introduces advocates to the fundamentals of poverty law.	The Poverty Law Manual was created to document poverty law opposition.	contradiction	contradiction	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	94464c	government
They call it, he said, The Committee of Forsaken Mothers.	He said, they call it, The committee of Foresaken Mothers.	entailment	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	25264e	facetoface
A Feminist Dictionary , edited by influential Cheris Kramarae and Paula Treichler along with Ann Russo, suggests the style and the substance of some recent feminist discourse.	A Feminist Dictionary explains the reasoning and arguments given by feminists.	entailment	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	81105e	verbatim
On Flight 93, however, the takeover took place 46 minutes after takeoff and there were only four hijackers.	The hijacking of flight 93 was unsuccessful until about 6 hours in.	contradiction	contradiction	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	86768c	nineeleven
We cannot identify whose voices can be heard.	Some voices could be heard, but their identity is unknown.	entailment	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	28291e	nineeleven
It was always a part of me.	It was never within me.	contradiction	contradiction	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	-	-	-	137083c	government
Much of Among Giants affords an agreeable blend of the gritty and the synthetic, and the two main actors are a treat.	Much Among Giants is a real life documentary.	contradiction	neutral	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	-	-	-	39303c	slate
He charged Jon, knife high.	He charged Jon with a knife.	entailment	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	100672e	fiction
Under Ferdinand and Isabella, Spain underwent a dramatic transformation.	Ferdinand and Isabella caused stunning changes to take place in Spain.	entailment	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	9956e	travel
Ramses II did not build it from stone but had it hewn into the cliffs of the Nile valley at a spot that stands only 7 km (4 miles) from the Sudan border, in the ancient land of Nubia.	Ramses II ordered that it be made out of stone and not hewn into the cliffs.  	contradiction	contradiction	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	-	-	-	145410c	travel
To help identify solutions to this problem, Senators Fred Thompson and John Glenn, Chairman and Ranking Minority Member, respectively, of the Senate Committee on Governmental Affairs, requested that we study organizations with superior security programs to identify management practices that could benefit federal agencies.	Senators Fred Thompson requested the study to benefit federal agencies.	entailment	entailment	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	25028e	government
American 77 was then 5 miles west-southwest of the Pentagon and began a 330-degree turn.	American 77 started to turn 330 degrees.	entailment	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	114763e	nineeleven
Consider, for instance, how many store clerks still scan items incorrectly at the register.	Store clerks are specially trained to scan with pinpoint accuracy and honed focus.	contradiction	neutral	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	128583c	oup
Among runners-up is Boston solo Eleanor Newhoff.	Boston solo Eleanor Newhoff won.	contradiction	contradiction	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	23715c	government
Every August young women convene to light joss sticks and some even climb the nine-meter (30-ft) rock to pray for good husbands.	Women converge on this place to light joss sticks and climb the rock.  	entailment	entailment	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	104049e	travel
Only one thing made me a little suspicious when cranking up the  in the descriptive text that appears on the screen, the word labeled is spelt  labelled 'decidedly un-American.	I was a bit suspicious when the descriptive text is on the screen. 	entailment	entailment	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	95274e	verbatim
in well i think i think my long-term sense of of budget concerns is that we're going is a lot of others government's spending goes on goes towards this uh health care and things like that and a lot of causes of poor health or need for health care are brought about by various factors such as such as pollution stress you know work work environment conditions and so forth but generally the government is	The government spends a lot of money on health care.	entailment	entailment	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	49970e	telephone
that Amelia wept confidentially on the housekeeper's shoulder  and relieved herself a good deal. 	Amelia felt much better after her cathartic cry.	entailment	entailment	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	32695e	verbatim
And, how old are you?	What is your age?	entailment	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	76433e	facetoface
Chinese mothers typically corrected the child   What did you say? 	Chinese mothers typically ask their child to repeat themselves while correcting them.	entailment	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	60298e	oup
Intelligence clearly linked the bombing to Libya's Colonel Muammar Qadhafi.	Intelligence said the bomb was linked to Libya's Qadhafi.	entailment	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	84328e	nineeleven
Finally, I would remind Mr. Henn that the point of the Vietnam war has nothing to do with whether we called the country 'Nam or Vietnam .  It is that today Russian military personnel operate their ships and planes out of our former base complex at Cam Ranh Bay while the political language Ho Chi Minh imported from Moscow is now current through all of Indo-China .	I stopped talking to Mr. Henn years ago, he's beyond help.	contradiction	neutral	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	29595c	verbatim
Now I am writing to ask if you would continue your support with a further donation for 1990.	You donated in the past, and so we would like you to donate even more in the future. 	entailment	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	21616n	letters
If you'd like to make a donation at a later date, please indicate your pledge on the invoice and return it to us.	We appreciate you indicating your pledged amount on the invoice.	entailment	entailment	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	-	-	-	59980e	letters
That was the first time I saw them, the gue, the guerillas.	This was not the first time I had encountered the guerillas.	contradiction	contradiction	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	-	-	-	29451c	facetoface
I was under the impression it was based on Webster's Ninth Collegiate Dictionary , and indeed it was; but there are so many improvements and changes that the absence both of a Longman copyright notice and of any identification of a specific editorial director are a bit mysterious.	I was incorrect about it being based on Webster's Ninth Collegiate Dictionary.	contradiction	entailment	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	1698c	verbatim
from from personal parties or from these uh phone answering phone uh commercial things	Is it from public parties or the doorbell answering things?	contradiction	contradiction	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	93587c	telephone
The only comprehensible explanation is that the vocation that had burrowed in next to medicine had taken control, had insisted.	The only explanation is that nothing has taken control of medicine. 	contradiction	contradiction	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	-	-	-	40708c	slate
This formal Review Process guarantees representatives of every designated state planning body the right to direct communication with LSC officials at the highest level in seeking reconsideration of an LSC decision.	The formal Review Process guarantees representatives get a free meal.	contradiction	contradiction	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	141367n	government
A succession of discoveries has taught us about archeabacteria, very ancient and primitive single-cell organisms that live in the places you'd least expect anything to call home.	Several discoveries have showed us the existence of archaebacteria and the places on and off earth you'd least expect them to call home. 	entailment	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	33764n	slate
so we're expecting our local economy to	What we expect of our local economy is	entailment	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	127729e	telephone
Recently I found in one of those files in which for many years I have been systematically losing things a magazine clipping from many years ago which points out that the formal language of a century and more past can lead to misunderstandings today.	Formal language that is over one hundred years old can lead to misunderstandings in today's time.	entailment	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	58083e	verbatim
Al Qaeda leaders set up a Nairobi cell and used it to send weapons and trainers to the Somali warlords battling U.S. forces, an operation directly supervised by al Qaeda's military leader.	Al Qaeda and Somali warlords were against each other in war.	contradiction	contradiction	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	10367c	nineeleven
Weicker has yet to declare his intentions.	Weicker's intentions have not been declared yet.	entailment	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	113557e	slate
The chart to which Reich refers was actually presented during Saxton's opening statement, hours before Reich testified, and did not look as Reich claims it did.	Reich refers to a chart that he misunderstood.	entailment	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	128176e	slate
The definition in the Third Unabridged was a model of clarity compared with that.	The new definition is very hard to understand.	contradiction	neutral	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	66398n	verbatim
First, the horsemen brought out a teaser horse.	The horsemen firstly brought out the horse meant for the main event.	contradiction	contradiction	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	97974c	slate
By 9:08, the mission crew commander at NEADS learned of the second explosion at the World Trade Center and decided against holding the fighters in military airspace away from 	The second explosion at the world trade center happened after 9:30am.	contradiction	contradiction	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	-	-	-	91161c	nineeleven
Yes, sir.	Certainly.	entailment	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	144069e	fiction
And you are wrong in condemning it. 	I totally agree with your criticism.	contradiction	contradiction	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	-	-	-	43440c	fiction
Your contribution helped make it possible for us to provide our students with a quality education.	Your contributions were of no help with our students' education.	contradiction	contradiction	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	-	-	-	75290c	letters
From the corner of his eye he saw Jamus look over the broken mare.	Jamus was blinded by the sandstorm.	contradiction	neutral	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	125116c	fiction
Disney CEO Eisner, who's actually underrated as a pop-culture maven (he was responsible for Happy Days and Welcome Back, Kotter ), insists that ABC's downturn is cyclical and that it will soon return to life.	Disney's CEO thinks ABC's downturn is cyclical. 	entailment	entailment	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	56985e	slate
For example, computers and related equipment have an estimated annual depreciation rate of 31 percent,7 and new versions of software applications are released every few years.	Software is constantly being updated and innovated.	entailment	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	138451e	government
Notwithstanding, even the brief glimpses afforded by such investigations can provide some insight into civilizations that existed hundreds or, in some cases, thousands of years earlier.	These investigations tell us very little about historical civilizations.	contradiction	contradiction	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	7631c	verbatim
His fantastic body could heal itself against whatever they did to him, and his mind refused to accept the torture supinely.	His weak body could not heal itself against the tiniest scratch.	contradiction	contradiction	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	-	-	-	122414c	fiction
