	Unnamed: 0	prem	hyp	label	lexical_linguistic	syntactic_linguistic	factivity_linguistic	negation_logic	boolean_logic	quantifier_logic	conditional_logic	comparative_logic	relational_reasoning	spatial_reasoning	temporal_reasoning	causal_reasoning	coreference_reasoning	world_knowledge	taxonomic_knowledge	pairID	genre	s1	s2	bag_of_words	aloxatel/bert-base-mnli	esim
5079	7358	uh and i think even Electric Light Orchestra had some some real um influences by classical music and i'm still still my favorite in fact most of my CDs that i got are classical music	I have some CDs of barney songs, but those aren't most of my CDs. 	contradiction	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	143760n	telephone	uh and i think even Electric Light Orchestra had some some real um influences by classical music and i'm still still my favorite in fact most of my CDs that i got are classical music	I have some CDs of barney songs, but those aren't most of my CDs. 	neutral	contradiction	entailment
5080	7359	The phrase brave new world is now synonymous with a nightmarish, technically advanced society.	"A high-tech society is synonymous to the expression ""brave new world""."	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	27856e	verbatim	The phrase brave new world is now synonymous with a nightmarish, technically advanced society.	"A high-tech society is synonymous to the expression ""brave new world""."	entailment	entailment	entailment
5081	7360	It has been suggested that SF include only those stories which would be invalidated without their scientific content;  that fiction which concerns science, scientists, and the impact of science on humans;  that which explores alternate existences (whether future, extraterrestrial, or only in characters' minds) based on facts and logical progression via scientific method.	Everyone agrees that SF stories can ignore facts and logic.	contradiction	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	22238c	verbatim	It has been suggested that SF include only those stories which would be invalidated without their scientific content;  that fiction which concerns science, scientists, and the impact of science on humans;  that which explores alternate existences (whether future, extraterrestrial, or only in characters' minds) based on facts and logical progression via scientific method.	Everyone agrees that SF stories can ignore facts and logic.	contradiction	contradiction	contradiction
5082	7361	This sort of misnomer leads Carnegie to suppose that  to the uninitiated no map is so misleading as that of West Australia where lakes are salt-bogs without surface water, springs seldom run, and native `wells' are merely tiny holes in the rock, yielding from 0 to 200 gallons. 	The terms for water are the same in Australia as they are through out the world.	contradiction	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	22304c	verbatim	This sort of misnomer leads Carnegie to suppose that  to the uninitiated no map is so misleading as that of West Australia where lakes are salt-bogs without surface water, springs seldom run, and native `wells' are merely tiny holes in the rock, yielding from 0 to 200 gallons. 	The terms for water are the same in Australia as they are through out the world.	contradiction	contradiction	contradiction
5083	7362	In about a quarter of an hour the bell rang, and Tuppence repaired to the hall to show the visitor out.	After 15 minutes, nothing happened and Tuppence and the visitor decided that it was time to eat some lunch. 	contradiction	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	131059c	fiction	In about a quarter of an hour the bell rang, and Tuppence repaired to the hall to show the visitor out.	After 15 minutes, nothing happened and Tuppence and the visitor decided that it was time to eat some lunch. 	neutral	contradiction	contradiction
5084	7363	And uh, somewhere in the middle of VA.	Very far from VA.	contradiction	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65270c	facetoface	And uh, somewhere in the middle of VA.	Very far from VA.	contradiction	contradiction	contradiction
5085	7364	American 77 traveled undetected for 36 minutes on a course heading due east for Washington, D.C.	American 77 traveled on a course heading east to Washington, D.C	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	100061e	nineeleven	American 77 traveled undetected for 36 minutes on a course heading due east for Washington, D.C.	American 77 traveled on a course heading east to Washington, D.C	entailment	entailment	entailment
5086	7365	In contrast, suppliers that have continued to innovate and expand their use of the four practices, as well as other activities described in previous chapters, keep outperforming the industry as a whole.	The suppliers that continued to innovate in their use of the four practices consistently underperformed in the industry.	contradiction	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142194c	oup	In contrast, suppliers that have continued to innovate and expand their use of the four practices, as well as other activities described in previous chapters, keep outperforming the industry as a whole.	The suppliers that continued to innovate in their use of the four practices consistently underperformed in the industry.	entailment	contradiction	neutral
5087	7366	At 10:00:03, Jarrah stabilized the airplane.	Jarrah was never able to stabilize the plane.	contradiction	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	101963c	nineeleven	At 10:00:03, Jarrah stabilized the airplane.	Jarrah was never able to stabilize the plane.	contradiction	contradiction	contradiction
5088	7367	The almost midtown Massabielle quarter (faubourg de Massabielle), is sometimes described as the most picturesque in the city.	The Massabielle quarter is a very touristy place.	entailment	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	85279n	travel	The almost midtown Massabielle quarter (faubourg de Massabielle), is sometimes described as the most picturesque in the city.	The Massabielle quarter is a very touristy place.	entailment	neutral	contradiction
5089	7368	Conspiracy theorists  MasterCard is investing in a chip that can store electronic cash, your medical history, and keys to your home and office.	Conspiracy theorists believe Mastercard is working on a chip to store all your personal data.	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	29651e	slate	Conspiracy theorists  MasterCard is investing in a chip that can store electronic cash, your medical history, and keys to your home and office.	Conspiracy theorists believe Mastercard is working on a chip to store all your personal data.	neutral	entailment	entailment
5090	7369	substitute my my yeah my kid'll do uh four or five hours this week for me no problem	I won't be substituting anything in this case.	contradiction	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	54327c	telephone	substitute my my yeah my kid'll do uh four or five hours this week for me no problem	I won't be substituting anything in this case.	contradiction	contradiction	contradiction
5091	7370	The cuts will take the biggest bite out of Land of Lincoln, a network of eight offices and 40 lawyers who help clients in southern Illinois with problems like eviction, access to Social Security and obtaining orders of protection from abusive spouses.	Lawyers in the network will receive a billion dollar increase to their budgets.	contradiction	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	83145c	government	The cuts will take the biggest bite out of Land of Lincoln, a network of eight offices and 40 lawyers who help clients in southern Illinois with problems like eviction, access to Social Security and obtaining orders of protection from abusive spouses.	Lawyers in the network will receive a billion dollar increase to their budgets.	neutral	neutral	neutral
5092	7371	and uh i'm originally from Virginia and uh and my memories of summer have always been that stifling humidity	I'm from Virginia and I remember summers being full of humid days.	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	51489e	telephone	and uh i'm originally from Virginia and uh and my memories of summer have always been that stifling humidity	I'm from Virginia and I remember summers being full of humid days.	neutral	entailment	entailment
5093	7372	Where would he be today without American commercial know-how?	American know-how is the reason he got to where he is.	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	72040e	slate	Where would he be today without American commercial know-how?	American know-how is the reason he got to where he is.	entailment	neutral	neutral
5094	7373	These runs could cost far more than the value of the small improvement in service.	The runs are small compared to the improvement in service.	contradiction	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99670c	government	These runs could cost far more than the value of the small improvement in service.	The runs are small compared to the improvement in service.	entailment	entailment	entailment
5095	7374	Command  Uh, do we want to think, uh, about scrambling aircraft?	Should we consider getting aircraft together?	entailment	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	16314e	nineeleven	Command  Uh, do we want to think, uh, about scrambling aircraft?	Should we consider getting aircraft together?	entailment	entailment	entailment
